cif,frekuensi sal_dplk,frekuensi pos,frekuensi trf,frekuensi antarbank,saldo
9449109773,NULL,1,NULL,NULL,54033642.000
9001209959,NULL,3,5,2,188657.000
9388820031,NULL,1,NULL,NULL,86647450.000
9004077184,NULL,1,3,12,66395303.000
9115248594,NULL,1,2,12,580750.000
9211714568,NULL,2,NULL,3,10801977.000
9422609584,NULL,1,NULL,NULL,1190778.000
9085748461,NULL,1,NULL,NULL,24903988.000
9158879381,NULL,1,7,2,2337971.000
9367062003,NULL,4,3,10,418130.000
9190842002,NULL,2,7,3,1466455.000
9020061255,NULL,1,NULL,NULL,3298867.000
9195572877,NULL,1,6,8,4984911.000
9278280483,NULL,1,NULL,NULL,23167573.000
9457008805,NULL,1,NULL,NULL,4371843.000
9261417997,NULL,NULL,1,5,503587.000
10110720048,NULL,1,NULL,NULL,242846.000
9017196623,NULL,NULL,1,NULL,69134651.000
9169061670,NULL,1,NULL,NULL,70571032.000
9398730424,NULL,1,28,3,9028.000
9102109307,NULL,NULL,1,1,13683183.000
9350946330,NULL,2,1,3,593102.000
9337135815,NULL,NULL,NULL,1,234777.000
9285327492,NULL,NULL,NULL,1,177023.000
9756051250,NULL,21,1,12,4242527.000
9850116828,NULL,1,NULL,NULL,16401846.000
9165764127,NULL,NULL,3,4,4705269.000
9017967621,NULL,NULL,NULL,1,480529.000
9385532610,NULL,3,5,NULL,33392.000
9246589465,NULL,1,NULL,NULL,95771.000
10232502649,NULL,NULL,1,NULL,980000.000
9631549480,NULL,1,NULL,NULL,322394.000
9181598369,NULL,NULL,NULL,3,3060.000
9779677202,NULL,1,NULL,NULL,509355.000
10222158044,NULL,1,NULL,NULL,7000.000
9270411548,NULL,2,7,3,26538402.000
9776542199,NULL,1,NULL,NULL,94696128.000
9567033143,NULL,NULL,2,NULL,62772.000
9171826055,NULL,NULL,1,NULL,168615.000
9253541522,NULL,11,20,10,6577815.000
9146244616,NULL,1,NULL,NULL,6088545.000
9202455499,NULL,1,NULL,NULL,48667.000
9796561679,NULL,2,NULL,NULL,2511.000
10192307067,NULL,1,NULL,NULL,608507.000
9338485994,NULL,2,4,1,10168.000
9379267100,NULL,1,NULL,NULL,5498142.000
9117440388,NULL,NULL,1,1,27523.000
10239828666,NULL,NULL,1,NULL,231507.000
9117820847,NULL,2,NULL,NULL,3493201.000
10080203278,NULL,1,NULL,NULL,388194.000
10212872624,NULL,NULL,NULL,1,17500.000
9518505837,NULL,1,1,NULL,18399.000
9236940950,NULL,1,NULL,NULL,259872.000
9295652105,NULL,NULL,4,5,8717566.000
9146735431,NULL,3,NULL,NULL,26195.000
9045806908,NULL,NULL,8,1,12617945.000
9090136274,NULL,2,NULL,NULL,2734228.000
9326733693,NULL,NULL,NULL,2,795302.000
9301559972,NULL,NULL,1,3,51859.000
9694925186,NULL,1,NULL,NULL,4846424.000
9336593935,NULL,1,NULL,NULL,3566451.000
9315186169,NULL,1,NULL,NULL,417243.000
9627424753,NULL,1,NULL,NULL,1382965.000
9393819356,NULL,1,NULL,NULL,18738848.000
10066404501,NULL,1,38,25,2116063.000
9736793049,NULL,1,NULL,NULL,1027967.000
9273203830,NULL,1,NULL,NULL,10387592.000
9080280162,NULL,2,2,NULL,10577202.000
9189194261,NULL,5,8,11,4132977.000
9141302390,NULL,2,4,5,10187605.000
9706484069,NULL,2,NULL,NULL,1156372.000
9091112656,NULL,NULL,NULL,1,35403077.000
9026901816,NULL,5,NULL,NULL,53162398.000
10236005364,NULL,NULL,1,NULL,33999.000
9762218628,NULL,1,NULL,NULL,1014864.000
9311166045,NULL,20,43,19,16501903.000
9139926251,NULL,NULL,1,2,0.000
9205242163,NULL,1,7,9,96494086.000
9583752237,NULL,7,4,2,6262577.000
9356001266,NULL,1,NULL,NULL,1017338.000
9422540577,NULL,1,NULL,NULL,1562197.000
9669191508,NULL,1,NULL,NULL,4015810.000
9429686092,NULL,2,NULL,NULL,909485372.000
9300195480,NULL,1,NULL,NULL,2960194.000
10047411884,NULL,1,NULL,NULL,115321.000
9030009601,NULL,1,NULL,NULL,42466512.000
9447863175,NULL,1,NULL,NULL,1313193.000
10191447466,NULL,5,NULL,NULL,4042219.000
10238336515,NULL,1,NULL,NULL,233895.000
9180869727,NULL,2,3,5,7376298.000
9242229103,NULL,1,NULL,NULL,979511.000
10226633006,NULL,1,NULL,NULL,994514.000
9006741524,NULL,1,NULL,NULL,39087529.000
9154440297,NULL,4,3,4,3533233.000
9191957782,NULL,NULL,6,NULL,48078421.000
9161963161,NULL,1,NULL,NULL,93529794.000
9375032473,NULL,NULL,1,7,2075468.000
9014813596,NULL,1,1,1,148227500.000
9292277711,NULL,NULL,5,13,31755080.000
9815343821,NULL,8,35,3,1058855.000
9282974014,NULL,5,NULL,NULL,397309748.000
9229978496,NULL,1,NULL,NULL,141380.000
9447732406,NULL,1,1,3,1141373.000
9502512774,NULL,1,NULL,NULL,50216.000
10237444363,NULL,NULL,1,NULL,2030055.000
9199701931,NULL,NULL,5,1,7193.000
9390647898,NULL,5,50,NULL,1012304.000
9229942571,NULL,1,NULL,NULL,407887.000
9097531419,NULL,NULL,NULL,1,100093.000
9180726574,NULL,1,NULL,NULL,1103499.000
9214058885,NULL,5,1,14,49045.000
9035058131,NULL,1,NULL,NULL,64210327.000
9200047797,NULL,NULL,2,NULL,34931.000
9063244949,NULL,6,NULL,NULL,250801927.000
9530944539,NULL,2,NULL,NULL,154579.000
9120806358,NULL,1,NULL,NULL,4774513.000
9301843920,NULL,1,2,7,2136906.000
9783340779,NULL,3,NULL,NULL,2773206.000
9009677398,NULL,1,NULL,NULL,9252970.000
9810798131,NULL,2,NULL,NULL,4765553.000
9829089573,NULL,2,NULL,NULL,473616.000
10236398173,NULL,1,NULL,NULL,21250.000
9761496284,NULL,NULL,1,NULL,2523554.000
9010913098,NULL,1,NULL,NULL,74128943.000
9311853541,NULL,1,NULL,NULL,1646219.000
9809331757,NULL,3,NULL,NULL,2850.000
10084009655,NULL,2,NULL,NULL,8985633.000
9645824498,NULL,1,4,1,23124.000
9478996557,NULL,NULL,NULL,8,193173.000
9186957654,NULL,1,NULL,NULL,14969053.000
9435913176,NULL,NULL,1,1,16292550.000
9392537207,NULL,1,1,NULL,63433.000
9006810188,NULL,2,NULL,NULL,13423840.000
9220196994,NULL,NULL,4,NULL,82930.000
9376420761,NULL,1,NULL,NULL,6885362.000
9771798969,NULL,1,3,7,38376.000
9395398260,NULL,1,NULL,NULL,14583539.000
9401996884,NULL,1,NULL,NULL,281971826.000
9564228276,NULL,1,NULL,NULL,1942161.000
9270234797,NULL,NULL,NULL,2,809532.000
9008355655,NULL,NULL,3,10,79679267.000
9401378423,NULL,1,NULL,NULL,46851.000
10236006653,NULL,1,NULL,NULL,0.000
9848183664,NULL,1,NULL,NULL,5405.000
9694627054,NULL,1,NULL,NULL,10966668.000
9143143587,NULL,2,NULL,9,1203449.000
9085923684,NULL,1,NULL,NULL,478390022.000
9448928420,NULL,2,NULL,NULL,123276108.000
10110289018,NULL,2,NULL,NULL,16764.000
9758248353,NULL,1,NULL,NULL,1724218.000
9274458813,NULL,3,NULL,NULL,308291.000
9262507147,NULL,NULL,NULL,3,961293.000
9409778123,NULL,1,NULL,NULL,641065.000
9514000228,NULL,NULL,NULL,4,5194550.000
9589654526,NULL,NULL,1,3,5411223.000
10206968360,NULL,2,NULL,NULL,158138.000
9564176887,NULL,1,NULL,NULL,19810611.000
10162377490,NULL,1,NULL,NULL,61894.000
9709199369,NULL,1,NULL,NULL,11542295.000
9235321658,NULL,NULL,NULL,1,0.000
9202845737,NULL,4,NULL,6,398448.000
9131906928,NULL,1,NULL,1,1993020.000
9836797230,NULL,1,NULL,NULL,24653825.000
9155745162,NULL,2,NULL,NULL,9626648.000
9103418788,NULL,1,73,1,9398.000
9718751775,NULL,1,NULL,NULL,1758.000
9154900465,NULL,1,NULL,NULL,1511206.000
9477939803,NULL,1,NULL,NULL,18316.000
9220517176,NULL,1,NULL,NULL,9123263.000
9216512530,NULL,1,NULL,NULL,46330163.000
10137336531,NULL,1,NULL,NULL,5189303.000
9273270009,NULL,2,NULL,NULL,153504.000
9251752054,NULL,NULL,1,16,1373759.000
9455611469,NULL,NULL,NULL,1,83631.000
9096580868,NULL,1,NULL,NULL,18237249.000
9171286918,NULL,NULL,11,3,2326660.000
9242262941,NULL,NULL,NULL,3,22090624.000
9351712898,NULL,1,NULL,NULL,827074.000
9183404893,NULL,5,8,2,7090691.000
9767478978,NULL,3,NULL,NULL,6267.000
10109985751,NULL,1,NULL,NULL,3544715.000
9730573014,NULL,8,41,22,1528235.000
9405229236,NULL,2,NULL,NULL,25705.000
9762404245,NULL,1,NULL,NULL,61249115.000
9186831112,NULL,1,9,2,75872.000
9407645453,NULL,1,NULL,NULL,5299459.000
9022755905,NULL,3,6,NULL,135852.000
9208631045,NULL,NULL,2,NULL,1999.000
9403825394,NULL,NULL,8,19,1667965.000
9101120659,NULL,3,NULL,NULL,18750.000
9235636300,NULL,1,NULL,NULL,4046520.000
9677827480,NULL,1,NULL,NULL,5426529.000
9313680587,NULL,2,NULL,NULL,5672835.000
9107063635,NULL,NULL,13,4,53421765.000
9217520893,NULL,NULL,2,NULL,81151.000
9291307374,NULL,1,NULL,NULL,51212173.000
9424529347,NULL,NULL,1,1,158711.000
9344843420,NULL,2,6,4,1673625.000
9408876787,NULL,NULL,4,NULL,1142884.000
9666493846,NULL,1,NULL,NULL,3005031.000
9216510220,NULL,1,NULL,NULL,1738115.000
10163557960,NULL,1,NULL,NULL,186092.000
9807360416,NULL,1,NULL,NULL,31380864.000
9286893222,NULL,NULL,8,NULL,3255060.000
9361142676,NULL,3,NULL,NULL,241157806.000
9124683717,NULL,NULL,1,NULL,1077876.000
10155851573,NULL,1,1,9,323164.000
10223615286,NULL,1,NULL,NULL,4469282.000
9014896317,NULL,1,NULL,NULL,60268530.000
9691307171,NULL,1,NULL,NULL,1892300.000
9347948477,NULL,3,1,3,8620645.000
9552906082,NULL,1,NULL,NULL,871406.000
9762455314,NULL,2,19,1,197432.000
9455468736,NULL,1,NULL,NULL,77292.000
9334864468,NULL,1,NULL,NULL,938461.000
9147545094,NULL,1,NULL,NULL,385092.000
9355652571,NULL,1,NULL,NULL,259967.000
9486729580,NULL,5,7,3,3683082.000
9630396659,NULL,5,2,13,94054.000
10048274405,NULL,1,NULL,NULL,20225.000
9563084916,NULL,1,NULL,NULL,600597.000
9215546204,NULL,NULL,5,NULL,5460619.000
9592090755,NULL,1,NULL,NULL,23500.000
9767452123,NULL,NULL,NULL,1,631774.000
9221206730,NULL,NULL,NULL,1,5737557.000
9302630889,NULL,1,NULL,NULL,10048162.000
9060133797,NULL,1,NULL,5,2385628.000
9448965749,NULL,1,NULL,NULL,10859428.000
10104897475,NULL,1,NULL,NULL,28198.000
9168831801,NULL,3,1,3,79303974.000
9427796199,NULL,1,NULL,NULL,9428155.000
9264053932,NULL,NULL,4,NULL,1206223.000
9689880630,NULL,1,NULL,NULL,2887139.000
9049637516,NULL,9,4,7,4614921.475
9161322598,NULL,NULL,NULL,1,9846815.000
9816868611,NULL,1,NULL,NULL,3372808.000
9291782002,NULL,1,NULL,NULL,617411.000
10237270162,NULL,NULL,1,NULL,48498.000
9293560011,NULL,2,NULL,NULL,3691623.000
9049898247,NULL,NULL,1,NULL,2495268.000
9035366731,NULL,2,NULL,NULL,736550.000
9208272826,NULL,1,NULL,NULL,1895545.000
9271619809,NULL,1,NULL,NULL,15979.000
9815603114,NULL,1,NULL,NULL,37507475.000
9766697282,NULL,4,3,5,4029626.000
9221461352,NULL,1,NULL,NULL,172506.000
9231764157,NULL,NULL,8,2,0.000
9089978316,NULL,2,4,4,461432.000
9136362619,NULL,NULL,4,NULL,241500.000
9260508208,NULL,1,NULL,NULL,896820.000
9791639091,NULL,NULL,11,1,24631.000
9350765578,NULL,1,NULL,NULL,667302.000
9410335338,NULL,1,NULL,NULL,140578.000
9314017944,NULL,2,NULL,NULL,5269757.000
9847863675,NULL,1,NULL,NULL,413348.000
9039742804,NULL,1,NULL,NULL,1109016.000
9392018946,NULL,NULL,NULL,1,45218.000
10048728393,NULL,NULL,NULL,1,578122.000
9389378103,NULL,NULL,2,NULL,17770506.000
9746411170,NULL,1,NULL,NULL,435184.000
9133827490,NULL,NULL,2,3,9779246.000
9234162226,NULL,2,NULL,NULL,116065.000
9759646649,NULL,1,NULL,NULL,4747647.000
9098621597,NULL,NULL,1,NULL,67955560.000
9401096162,NULL,2,NULL,NULL,4450211.000
9167207713,NULL,NULL,1,NULL,2491328.000
9536039257,NULL,NULL,NULL,2,2989582.000
9310355326,NULL,1,NULL,NULL,3581048.000
9188359169,NULL,NULL,NULL,14,925.000
9264971805,NULL,2,NULL,NULL,56604700.000
9414490027,NULL,1,NULL,NULL,49939.000
10186193402,NULL,NULL,208,NULL,342101.000
9293313006,NULL,1,NULL,NULL,21600.000
9310336693,NULL,3,NULL,NULL,466727117.000
9075189526,NULL,6,2,7,2026341.000
9105086507,NULL,3,4,1,21628179.000
9209612547,NULL,NULL,10,NULL,251754060.000
9645941709,NULL,2,2,3,0.000
9294282121,NULL,NULL,2,1,1048156.000
9317902271,NULL,NULL,5,2,11410365.000
9384876252,NULL,NULL,NULL,3,28033188.000
9259446897,NULL,1,NULL,NULL,88095.000
9146404442,NULL,1,NULL,NULL,714984.000
9135220091,NULL,3,12,NULL,25184573.000
9298888361,NULL,2,3,4,276617.000
9410457141,NULL,3,12,2,39999.000
9430877384,NULL,NULL,14,NULL,0.000
9206098791,NULL,NULL,3,NULL,61463.000
9695910795,NULL,NULL,2,NULL,62049.000
9147219554,NULL,1,NULL,NULL,24259940.000
9098644248,NULL,3,NULL,NULL,9283212.000
9227639442,NULL,1,NULL,NULL,16430753.000
9031164066,NULL,NULL,NULL,1,354673.000
9150312703,NULL,1,2,3,60640578.000
9840485009,NULL,1,NULL,NULL,4190384.000
9614722638,NULL,1,NULL,NULL,512512.000
9665318873,NULL,1,NULL,NULL,148152154.000
9659065026,NULL,1,NULL,NULL,2382628.000
9227651136,NULL,1,NULL,NULL,130389099.000
9756262848,NULL,11,67,62,14081.000
9847149771,NULL,1,NULL,NULL,21547.000
9442574591,NULL,1,NULL,NULL,15785854.000
9223884728,NULL,NULL,4,NULL,87231285.000
9395160798,NULL,1,NULL,NULL,6318376.000
9788903975,NULL,1,NULL,NULL,622.000
9133371774,NULL,4,NULL,1,10498.000
9259561430,NULL,NULL,2,5,35299845.000
9340615188,NULL,2,NULL,NULL,0.000
9225129765,NULL,1,NULL,NULL,1907615.000
9258713865,NULL,NULL,1,1,42841.000
9802716237,NULL,NULL,NULL,4,557287.000
9115875899,NULL,3,NULL,NULL,68692933.000
9344047622,NULL,NULL,7,1,434629688.000
9527905833,NULL,NULL,2,2,3540.000
9076394866,NULL,6,NULL,NULL,186817.000
9793029986,NULL,8,3,1,27184627.000
9243946289,NULL,1,NULL,NULL,15027.000
9473604023,NULL,1,NULL,NULL,606668.000
9247905248,NULL,NULL,NULL,3,163387.000
9304434983,NULL,2,NULL,NULL,285519.000
9084172016,NULL,5,6,6,2565226.000
10201558849,NULL,1,NULL,NULL,2847918.000
10109555581,NULL,NULL,1,NULL,5623863.000
9051138244,NULL,1,NULL,NULL,21965287.000
9191370794,NULL,1,NULL,NULL,2530136.000
9165131813,NULL,1,NULL,NULL,13621437.000
9226739993,NULL,5,1,2,90274286.000
9362028938,NULL,NULL,4,7,5971054.000
9233105029,NULL,1,NULL,NULL,616305945.000
9080492534,NULL,1,NULL,NULL,6350515.000
9003652379,NULL,NULL,1,NULL,20685979.000
9117228837,NULL,1,NULL,NULL,311860.000
9052933049,NULL,1,NULL,NULL,8154926.000
10238442865,NULL,NULL,1,NULL,9984118.000
10138207594,NULL,1,NULL,NULL,266130.000
9291934691,NULL,2,5,2,56304663.000
9223354151,NULL,1,NULL,NULL,48777024.000
10106831975,NULL,1,NULL,NULL,16799118.000
9138449322,NULL,5,NULL,1,700636.000
9248678478,NULL,3,NULL,NULL,313173.000
9752431356,NULL,1,NULL,NULL,2228.000
9585449407,NULL,1,4,NULL,1962.000
9286405809,NULL,1,1,NULL,4209395.000
9304626318,NULL,1,NULL,NULL,159544572.000
10239824932,NULL,1,NULL,NULL,295873644.000
9104405638,NULL,1,NULL,NULL,357517.000
9252225199,NULL,9,6,9,11803854.000
9048709249,NULL,NULL,1,NULL,57074135.000
9845637532,NULL,NULL,NULL,6,6957622.000
9805588853,NULL,4,1,NULL,188921.000
9060268645,NULL,1,NULL,NULL,20880722.000
9078454834,NULL,NULL,2,3,85777696.000
9268759808,NULL,NULL,NULL,1,554615.000
9529363606,NULL,1,NULL,NULL,102245.000
9586505371,NULL,2,NULL,NULL,411214.000
9007259792,NULL,NULL,NULL,2,1971702.000
9097597473,NULL,1,3,2,133270.000
9279678080,NULL,NULL,NULL,6,29680.000
9424048945,NULL,1,NULL,NULL,51320.000
9207631090,NULL,2,1,3,4680737.000
9194418405,NULL,1,NULL,NULL,14848.000
9203011670,NULL,1,NULL,4,10150677.000
9730916191,NULL,1,NULL,NULL,10383327.000
9073487922,NULL,NULL,NULL,5,152057549.000
9771694495,NULL,1,NULL,NULL,5162.000
10156110554,NULL,1,NULL,NULL,3450986.000
9387122682,NULL,3,5,1,16302291.000
9679980189,NULL,1,NULL,NULL,669758.000
9683984636,NULL,1,NULL,NULL,6185874.000
9389033079,NULL,2,2,4,30518354.000
9001441124,NULL,NULL,NULL,2,9487888.000
9328551403,NULL,1,NULL,NULL,20517.000
9321768414,NULL,1,NULL,NULL,443134.000
9000255440,NULL,NULL,NULL,3,32990.000
9001446526,NULL,1,NULL,NULL,140510377.000
9465318092,NULL,15,10,23,416978057.000
9378566492,NULL,1,NULL,NULL,70252933.000
9389079914,NULL,2,NULL,NULL,88329.000
9204649293,NULL,1,NULL,NULL,621803.000
9826159706,NULL,1,NULL,NULL,47538.000
9133790853,NULL,NULL,10,4,292736.000
9676923809,NULL,NULL,1,NULL,2386558.000
9386316712,NULL,1,NULL,NULL,21597.000
10226590428,NULL,1,NULL,NULL,113000.000
9158610093,NULL,NULL,NULL,1,12151910.000
9722311406,NULL,1,NULL,NULL,37879.000
9925796148,NULL,1,NULL,NULL,2477704.000
9489008534,NULL,1,NULL,NULL,7892226.000
9042098796,NULL,2,1,1,1682150.000
9670215937,NULL,1,NULL,NULL,9770843.000
9228484622,NULL,1,NULL,NULL,302550012.350
9267201888,NULL,2,NULL,NULL,23351729.000
9100669619,NULL,2,3,1,55072.000
9016851741,NULL,1,NULL,3,76082734.000
9167061443,NULL,2,NULL,1,2823099.000
9173173821,NULL,1,11,5,1750737.000
9059313816,NULL,2,NULL,NULL,11874489.000
9300987724,NULL,1,NULL,NULL,7292986.000
9431075434,NULL,1,NULL,NULL,6410734.000
9079683334,NULL,NULL,NULL,4,519960320.000
9850846526,NULL,NULL,NULL,3,5804554.000
9473905663,NULL,1,1,NULL,5621442.000
9269842200,NULL,1,NULL,NULL,3163491.000
10187493985,NULL,1,NULL,NULL,8900.000
9654911233,NULL,NULL,9,NULL,5847232.000
9456136250,NULL,1,NULL,NULL,105817.000
9741522000,NULL,NULL,1,NULL,4369.000
9074627452,NULL,2,NULL,3,23281325.000
9151933370,NULL,1,5,6,2185404.000
9274355785,NULL,1,NULL,NULL,5514935.000
9350100850,NULL,1,NULL,NULL,1132439.000
9651272490,NULL,1,NULL,NULL,40900043.000
9522760025,NULL,1,NULL,NULL,60339.000
9390231809,NULL,1,NULL,NULL,629022.000
9225470344,NULL,2,NULL,1,1710935.000
9422999971,NULL,1,NULL,NULL,890664.000
9409931610,NULL,1,NULL,NULL,1202944.000
9712608989,NULL,NULL,NULL,1,15747.000
9243666706,NULL,1,NULL,NULL,377491.000
9004806331,NULL,1,NULL,NULL,2687178.000
9376336079,NULL,1,NULL,NULL,8277328.000
9322570042,NULL,1,NULL,NULL,14069749.000
9455330820,NULL,NULL,2,NULL,7493781.000
9064520519,NULL,6,1,NULL,489626.000
9706098396,NULL,1,NULL,NULL,243197.000
9282260608,NULL,3,4,4,2239996.000
9384800490,NULL,NULL,2,2,2998819.000
9420392412,NULL,NULL,1,5,175278839.000
9241969735,NULL,NULL,29,2,45259.000
9249014754,NULL,3,2,2,64752.000
9278425919,NULL,1,NULL,NULL,18002019.000
9026645244,NULL,1,NULL,NULL,186604601.000
9234729072,NULL,1,NULL,NULL,17577.000
9215762203,NULL,11,57,7,6005.000
9456791341,NULL,NULL,NULL,2,3118235.000
9259188877,NULL,1,NULL,NULL,41647.000
9228258133,NULL,1,1,6,111419.000
9066907858,NULL,NULL,NULL,1,4966.000
9002700843,NULL,NULL,NULL,11,4239110.000
10237810230,NULL,1,NULL,NULL,234000.000
9077589806,NULL,2,NULL,NULL,37289.000
9057332650,NULL,1,NULL,NULL,1727386.000
9805911145,NULL,NULL,NULL,2,2225004.000
9419397836,NULL,1,NULL,NULL,10557611.000
9413724163,NULL,1,NULL,NULL,401067.000
9216188889,NULL,3,NULL,NULL,920764.000
9340244977,NULL,1,NULL,NULL,387613.000
9247837952,NULL,NULL,NULL,1,913144.000
9166019641,NULL,3,1,10,6490308.000
9322867645,NULL,NULL,2,NULL,0.000
9555353112,NULL,1,NULL,NULL,1394836.000
9756226468,NULL,NULL,NULL,4,1186080.000
9673561873,NULL,NULL,1,NULL,53695.000
9783485837,NULL,2,NULL,3,558924.000
9188939812,NULL,3,NULL,4,4647755.000
9124752716,NULL,NULL,1,NULL,4289960.000
9115451339,NULL,NULL,5,NULL,23760925.000
9050115767,NULL,2,NULL,NULL,10049435.000
10235829434,NULL,1,NULL,NULL,24235.000
9750620490,NULL,1,NULL,NULL,3034900.000
9735005536,NULL,1,NULL,NULL,940294.000
9458945548,NULL,1,NULL,NULL,50902.000
9301089858,NULL,1,NULL,NULL,10149682.000
9151892210,NULL,1,NULL,NULL,31440.000
9130133686,NULL,1,NULL,NULL,171232363.000
9270059306,NULL,NULL,3,3,23951424.000
9374838631,NULL,NULL,NULL,3,22126571.000
9147338662,NULL,1,NULL,NULL,32967429.000
9192316070,NULL,2,NULL,4,16544395.000
9576504757,NULL,6,NULL,5,1584648.000
9156357606,NULL,NULL,NULL,3,825706.000
10106833217,NULL,1,NULL,NULL,36125.000
9167363652,NULL,1,NULL,NULL,88904840.000
9349036411,NULL,1,NULL,NULL,9352735.000
9565997010,NULL,1,NULL,NULL,69481.000
9300065359,NULL,1,1,2,28007.000
9063560862,NULL,NULL,3,4,14258279.000
9319688397,NULL,1,1,22,2034781.000
9114026537,NULL,1,NULL,8,350094959.000
9048656048,NULL,1,NULL,NULL,4240478.000
9772759668,NULL,NULL,NULL,1,23790.000
9103940567,NULL,1,2,1,8337499.000
9004325632,NULL,4,3,4,2885470.000
9234085731,NULL,NULL,3,2,9749977.000
9339533194,NULL,2,NULL,NULL,2872179.000
9695568140,NULL,1,NULL,NULL,236271.000
9148720582,NULL,NULL,NULL,1,893804.000
10236493056,NULL,NULL,1,NULL,36990.000
9677810994,NULL,1,NULL,NULL,0.000
9384791813,NULL,3,NULL,5,10392397.000
9383630632,NULL,4,1,NULL,98343116.000
9055744995,NULL,NULL,NULL,1,55688212.000
9181805998,NULL,1,NULL,NULL,94318129.000
9152929590,NULL,1,1,NULL,1948129.000
9712533684,NULL,2,16,3,1358271.000
9071913210,NULL,5,NULL,6,23679150.000
9209019873,NULL,1,NULL,NULL,3864089.000
9004064027,NULL,NULL,2,NULL,79428171.000
9598650747,NULL,1,NULL,NULL,2449620.000
9141559161,NULL,1,NULL,NULL,677373.000
9082699801,NULL,1,NULL,NULL,1049673711.000
9716169317,NULL,3,NULL,NULL,3913700.000
9691005118,NULL,1,NULL,NULL,4877858.000
9501482165,NULL,3,NULL,NULL,13662381.000
9354524676,NULL,1,NULL,NULL,4117339.000
10112980622,NULL,1,NULL,NULL,1870818.000
9801514220,NULL,NULL,6,3,7063058.000
9665456206,NULL,NULL,6,2,3605064.000
9080272452,NULL,2,NULL,NULL,19854751.000
9131656411,NULL,1,NULL,NULL,2531128.000
9762822905,NULL,NULL,NULL,3,10114096.000
9246071918,NULL,1,NULL,NULL,11256756.000
10090983509,NULL,NULL,NULL,1,22775.000
9376391669,NULL,1,NULL,NULL,12742603.000
10070338428,NULL,NULL,2,NULL,15188927.000
9456037503,NULL,NULL,16,3,3243666.000
9779876453,NULL,1,NULL,NULL,8765145.000
9449692414,NULL,6,11,NULL,2186248.000
9221936929,NULL,2,5,NULL,20016508.000
9051628642,NULL,NULL,2,5,96624556.000
9401502918,NULL,NULL,7,NULL,705.000
9805221894,NULL,7,3,16,0.000
9402609985,NULL,1,NULL,NULL,61816.000
9093193985,NULL,1,10,14,14558688.000
9373709550,NULL,1,NULL,NULL,223847.000
9209734577,NULL,1,NULL,NULL,9325481.000
9180284965,NULL,1,NULL,NULL,24046.000
9025986973,NULL,NULL,2,NULL,68771350.000
9059654836,NULL,4,1,2,2823656.000
9285073977,NULL,9,10,2,616924.000
9119279216,NULL,NULL,1,4,39343463.000
9541661237,NULL,1,NULL,NULL,3332381.000
9286194122,NULL,4,6,3,2308975.000
9252321406,NULL,NULL,1,2,36832569.000
10239840478,NULL,1,NULL,NULL,252000.000
9541127925,NULL,1,NULL,NULL,426211.000
9489719477,NULL,1,NULL,NULL,1357767.000
9564402722,NULL,7,7,6,24302503.000
9145029173,NULL,NULL,3,3,127535.000
9079302390,NULL,NULL,4,NULL,53531697.000
9073702962,NULL,1,NULL,1,4550628.000
10116912762,NULL,1,NULL,NULL,0.000
9779572634,NULL,1,NULL,NULL,4543848.000
9017224656,NULL,1,NULL,NULL,889537.000
10077056812,NULL,1,NULL,NULL,5312.000
9179151653,NULL,NULL,9,NULL,29185864.000
9186827670,NULL,1,NULL,NULL,1015752.000
9025262917,NULL,NULL,2,NULL,13837525.000
9168522884,NULL,1,NULL,NULL,4996995.000
9706466186,NULL,NULL,27,NULL,10529.000
9455138502,NULL,1,NULL,NULL,1026202.000
9350931558,NULL,NULL,28,NULL,45000.000
9243680561,NULL,2,NULL,NULL,1700132.000
9276822207,NULL,1,NULL,NULL,2088519.000
9374464427,NULL,2,1,NULL,17732638.000
9377979210,NULL,1,NULL,NULL,3186118.000
9791837173,NULL,1,NULL,NULL,279729.000
9085920028,NULL,NULL,NULL,1,15207764.000
9334508825,NULL,1,NULL,NULL,2730621.000
9012690272,NULL,NULL,NULL,3,556378567.000
9016827801,NULL,NULL,12,1,51274351.000
9350232958,NULL,3,NULL,4,1574362.000
9258538251,NULL,1,3,3,12541088.000
9815936959,NULL,1,NULL,NULL,8727.000
10210695373,NULL,1,NULL,NULL,16777934.000
9388822706,NULL,NULL,8,NULL,10941973.000
9117015782,NULL,7,NULL,NULL,1041642.000
9140695937,NULL,NULL,NULL,1,13222978.000
9213459143,NULL,1,NULL,NULL,25031051.000
9018717108,NULL,1,1,NULL,127954055.000
9858341745,NULL,2,15,24,12845056.000
9300654686,NULL,2,NULL,NULL,312068.000
9540617875,NULL,1,NULL,NULL,414720.000
9101005684,NULL,NULL,1,8,1086504.000
9204552682,NULL,1,NULL,NULL,1570779.000
9023329290,NULL,5,NULL,NULL,74717949.000
9265573253,NULL,NULL,2,4,14646.000
9347404041,NULL,NULL,1,1,12452846.000
9478121616,NULL,1,NULL,NULL,2255733998.797
9424010149,NULL,NULL,1,NULL,1297469.000
10137903592,NULL,1,NULL,NULL,342829.000
9002525658,NULL,12,4,24,20354430.000
9802047520,NULL,NULL,4,3,27476.000
9199978679,NULL,NULL,13,2,1142607.000
9200776717,NULL,1,NULL,NULL,1641596.000
9765834793,NULL,NULL,3,2,12294.000
10102093668,NULL,1,NULL,NULL,2826633.000
9227194056,NULL,NULL,NULL,7,3028857.000
