TRX_TYPE	TX_DESC	CHANNEL	BILLER_TARGET	JENIS_TRX	mapping_sendiri		
OPEN_DPLK_BNI_SIMPONI_INIT	?	NEW_MOB	?	?			
REKSADANA_SUBSCRIPTION	?	NEW_MOB	?	?			
SUBMIT_BILL_PAYMENT_MY_CARD	?	NEW_MOB	?	?			
TRANSFER_KLIRING	BANK LAMPUNG	NEW_MOB	BANK LAMPUNG	TRANSFER			
TRANSFER_ANTAR_BANK	BANK MUAMALAT INDONESIA	NEW_MOB	BANK MUAMALAT	TRANSFER			
TRANSFER_ANTAR_BANK	BANK SUMSELBABEL	NEW_MOB	BANK SUMSEL BABEL	TRANSFER			
INQUIRY_AIR	PDAM_KABBOGOR	NEW_MOB	PDAM KAB BOGOR	INQUIRY			
INQUIRY_TOP_UP_ISAKU	ISAKU	NEW_MOB	ISAKU	INQUIRY			
TRANSFER_ANTAR_BANK	BPD BALI	NEW_MOB	BPD BALI	TRANSFER			
INQUIRY_MULTIFINANCE	KREDITPLUS	NEW_MOB	KREDIT PLUS	INQUIRY			
TRANSFER_KLIRING	BCA DIGITAL	NEW_MOB	?	?			
PAYMENT_PERSONAL_LOAN	CITIBANK_PL	NEW_MOB	CITIBANK - PL	PAYMENT			
INQUIRY_KARTU_KREDIT_ANTAR_BANK	AMEX	NEW_MOB	AMEX	INQUIRY			
INQUIRY_PEMBAYARAN_PAJAK_DAERAH	PAJAKDAERAH	NEW_MOB	PAJAK_DAERAH	INQUIRY			
TRANSFER_KLIRING	BANK BTN	NEW_MOB	BANK BTN	TRANSFER			
PERMINTAAN_KODE_TRANSAKSI_MOBTUN_KEMITRAAN_INDOMARET	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK OF CHINA	NEW_MOB	BANK OF CHINA LIMITED	TRANSFER			
INQUIRY_PEMBAYARAN_PBB	PBB	NEW_MOB	PBB	INQUIRY			
TRANSFER_ANTAR_BANK	COMMONWEALTH BANK	NEW_MOB	COMMONWEALTH BANK	TRANSFER			
PAYMENT_PEMBAYARAN_JICT	JICT	NEW_MOB	?	?			
TRANSFER_KLIRING	BANK KB BUKOPIN	NEW_MOB	?	?			
PAYMENT_AIR	PDAM_MANADO	NEW_MOB	PDAM MANADO	PAYMENT			
INQUIRY_ASURANSI_BPJS	BPJS_TKBPU	NEW_MOB	BPJS TK BPU	INQUIRY			
TRANSFER_ANTAR_BANK	BPD KALIMANTAN TIMUR DAN KALIMANTAN UTARA	NEW_MOB	BPD KALIMANTAN TIMUR DAN KALIMANTAN UTAR	TRANSFER			
TRANSFER_ANTAR_BANK	BANK ACEH	NEW_MOB	BANK ACEH	TRANSFER			
OPEN_TAPENAS_ACCOUNT_INIT	?	NEW_MOB	?	?			
INQUIRY_PEMBAYARAN_RUMAH_ZAKAT	RUMAH_ZAKAT	NEW_MOB	RUMAH_ZAKAT	INQUIRY			
INQUIRY_INVESTOR_SBNRITEL	?	NEW_MOB	?	?			
PAYMENT_TOP_UP_GOPAY	GOPAY_DRIVER	NEW_MOB	GOPAY DRIVER	PURCHASE			
PAYMENT_TOP_UP_ISAKU	ISAKU	NEW_MOB	ISAKU	PURCHASE			
OPEN_TAPENAS_SYARIAH_ACCOUNT	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK BRI	NEW_MOB	BANK BRI	TRANSFER			
TRANSFER_KLIRING	CITIBANK	NEW_MOB	CITIBANK	TRANSFER			
INQUIRY_PEMBAYARAN_JICT	JICT	NEW_MOB	?	?			
INQUIRY_TRANSFER_DANA_PENSIUN	BNI	NEW_MOB	DPLK BNI	INQUIRY			
TRANSFER_ANTAR_BANK	BANK JATENG	NEW_MOB	BANK JATENG	TRANSFER			
TRANSFER_ANTAR_BANK	BANK HARDA	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BCA	NEW_MOB	BCA	TRANSFER			
CREATE_BOOK_REDEEMABLE_SBNRITEL	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK INA	NEW_MOB	BANK INA	TRANSFER			
TRANSFER_ANTAR_BANK	BANK BSI	NEW_MOB	?	?			
PAYMENT_PLN_POSTPAID	PAYMENT_PLN_POSTPAID_JABAR	NEW_MOB	PLN POSTPAID	PAYMENT			
TRANSFER_ANTAR_BANK	BANK SULTENG	NEW_MOB	BANK SULTENG	TRANSFER			
INQUIRY_PEMBELIAN_PAKET_DATA	XL_DATA	NEW_MOB	XL_DATA_DIKADO	INQUIRY			
TRANSFER_ANTAR_BANK	BANK MANDIRI	NEW_MOB	BANK MANDIRI	TRANSFER			
TRANSFER_KLIRING	BANK PAPUA	NEW_MOB	BANK PAPUA	TRANSFER			
PAYMENT_ZIS	ZAKAT_DPU_DAARUT_TAUHID	NEW_MOB	ZAKAT - DPUDT	PAYMENT			
TRANSFER_ANTAR_BANK	BANK COMMONWEALTH	NEW_MOB	COMMONWEALTH BANK	TRANSFER			
TRANSFER_KLIRING	BANK NAGARI	NEW_MOB	BANK NAGARI	TRANSFER			
TRANSFER_KLIRING	BANK DKI SYARIAH	NEW_MOB	BANK DKI SYARIAH	TRANSFER			
INQUIRY_BNI_DEBIT_ONLINE	?	NEW_MOB	?	?			
TRANSFER_KLIRING	QNB KESAWAN	NEW_MOB	BANK QNB INDONESIA	TRANSFER			
PAYMENT_KARTU_KREDIT_ANTAR_BANK	HSBC	NEW_MOB	HSBC	PAYMENT			
TRANSFER_KLIRING	BANK SUMUT	NEW_MOB	BANK SUMUT	TRANSFER			
INQUIRY_AIR	PDAM_MITRACOMM2	NEW_MOB	PDAM_MITRACOMM2	INQUIRY			
TRANSFER_ANTAR_BANK	KEB HANA BANK	NEW_MOB	KEB HANA BANK	TRANSFER			
TRANSFER_KLIRING	BANK OKE	NEW_MOB	BANK OKE INDONESIA	TRANSFER			
TRANSFER_ANTAR_BANK	BANK INA PERDANA	NEW_MOB	BANK INA	TRANSFER			
INQUIRY_KARTU_KREDIT_ANTAR_BANK	BUKOPIN	NEW_MOB	BUKOPIN	INQUIRY			
PAYMENT_CENTRAL_ASIA_RAYA	CAR_REGULER	NEW_MOB	?	?			
PAYMENT_AIR	PDAM_BSD	NEW_MOB	IPL/PAM BSD	PAYMENT			
PAYMENT_TIKET_PENERBANGAN	CITILINK	NEW_MOB	CITILINK	PAYMENT			
INQUIRY_KARTU_KREDIT_ANTAR_BANK	GE	NEW_MOB	GE/PERMATA	INQUIRY			
INQUIRY_TV_BERLANGGANAN	FIRSTMEDIA	NEW_MOB	FIRSTMEDIA	INQUIRY			
TRANSFER_KLIRING	BTN SYARIAH	NEW_MOB	BTN SYARIAH	TRANSFER			
TRANSFER_ANTAR_BANK	BANK SYARIAH BUKOPIN	NEW_MOB	BANK SYARIAH BUKOPIN	TRANSFER			
INQUIRY_AIR	PDAM_MITRACOMM	NEW_MOB	PDAM MITRACOMM	INQUIRY			
PAYMENT_KUALA_TANJUNG_MULTIPURPOSE_TERMINAL	KTMT	NEW_MOB	KTMT	PAYMENT			
TRANSFER_ANTAR_BANK	BANK ICBC INDONESIA	NEW_MOB	BANK ICBC INDONESIA	TRANSFER			
PAYMENT_PEMBAYARAN_RUMAH_ZAKAT	RUMAH_ZAKAT	NEW_MOB	RUMAH_ZAKAT	PAYMENT			
INQUIRY_OTR	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BSI ex BRIS	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK RAKYAT INDONESIA	NEW_MOB	BANK BRI	TRANSFER			
TRANSFER_ANTAR_BANK	BANK DBS	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	JTRUST BANK	NEW_MOB	J TRUST BANK	TRANSFER			
TRANSFER_ANTAR_BANK	BANK SBI	NEW_MOB	BANK SBI INDONESIA	TRANSFER			
TRANSFER_KLIRING	BANK MAS	NEW_MOB	BANK MAS	TRANSFER			
INQUIRY_TV_BERLANGGANAN	TRANSVISION	NEW_MOB	TRANSVISION	INQUIRY			
INQUIRY_PRUDENTIAL	PRUDENTIAL	NEW_MOB	PRUDENTIAL	INQUIRY			
INQUIRY_PEMBAYARAN_PELINDO1	PELINDO_1	NEW_MOB	?	?			
TRANSFER_KLIRING	BSI ex BRIS	NEW_MOB	?	?			
GET_CARD_BY_ACCOUNT	?	NEW_MOB	?	?			
PAYMENT_ASURANSI_BPJS	BPJS_KESEHATAN_VA	NEW_MOB	BPJS KS VA	PAYMENT			
INQUIRY_PERSONAL_LOAN	ANZ_PL	NEW_MOB	ANZ - PL	INQUIRY			
PAYMENT_TRANSFER_PEMBAYARAN_VA	DANA	NEW_MOB	?	?			
TRANSFER_KLIRING	CTBC BANK	NEW_MOB	CTBC BANK	TRANSFER			
TRANSFER_KLIRING	BANK MASPION	NEW_MOB	BANK MASPION	TRANSFER			
PAYMENT_KARTU_KREDIT_BNI	CC_BNI	NEW_MOB	BNI	PAYMENT			
TRANSFER_ANTAR_BANK	BANK MESTIKA	NEW_MOB	BANK MESTIKA	TRANSFER			
TRANSFER_KLIRING	BANK JAMBI	NEW_MOB	?	?			
CREATE_DIGITAL_INVOICE	?	NEW_MOB	?	?			
TRANSFER_KLIRING	BANK MUAMALAT	NEW_MOB	BANK MUAMALAT	TRANSFER			
TRANSFER_ANTAR_BANK	BANK OCBC NISP	NEW_MOB	BANK OCBC NISP	TRANSFER			
INQUIRY_TERM_DEPOSIT_RATE	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	Bank of China (Hongkong) Limited	NEW_MOB	BANK OF CHINA (HONGKONG) LIMITED	TRANSFER			
PAYMENT_PEMBAYARAN_ACT	ACT	NEW_MOB	ACT	PAYMENT			
INQUIRY_AIR	PDAM_SURABAYA	NEW_MOB	PDAM SURABAYA	INQUIRY			
TRANSFER_ANTAR_BANK	BANK AGRO	NEW_MOB	BANK BRI AGRONIAGA	TRANSFER			
INQUIRY_PASKA_BAYAR_TELEPON	TELKOM	NEW_MOB	TELKOM POSTPAID	INQUIRY			
OPEN_DPLK_BNI_SIMPONI	?	NEW_MOB	?	?			
TRANSFER_KLIRING	BANK MESTIKA	NEW_MOB	BANK MESTIKA	TRANSFER			
TRANSFER_ANTAR_BANK	BANK OKE INDONESIA	NEW_MOB	BANK OKE INDONESIA	TRANSFER			
TRANSFER_ANTAR_BANK	BANK MASPION INDONESIA	NEW_MOB	BANK MASPION	TRANSFER			
GET_BILLER_MY_CARD	?	NEW_MOB	?	?			
TRANSFER_KLIRING	BANK JATENG	NEW_MOB	BANK JATENG	TRANSFER			
PAYMENT_PEMBAYARAN_PAJAK_DAERAH	BPHTB_BANYUASIN	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	QNB KESAWAN	NEW_MOB	BANK QNB INDONESIA	TRANSFER			
TRANSFER_ANTAR_BANK	BPD KALIMANTAN TIMUR DAN KALIMANTAN UTARA UUS	NEW_MOB	BPD KALIMANTAN TIMUR DAN KALIMANTAN UTAR	TRANSFER			
INQUIRY_PERSONAL_LOAN	CITIBANK_PL	NEW_MOB	CITIBANK - PL	INQUIRY			
TRANSFER_ANTAR_BANK	BPD RIAU KEPRI	NEW_MOB	BANK RIAU KEPRI	TRANSFER			
PIN_CHANGE_DEBIT_CARD	?	NEW_MOB	?	?			
INQUIRY_TIKET_PENERBANGAN	GARUDA	NEW_MOB	GARUDA	INQUIRY			
PAYMENT_KARTU_KREDIT_ANTAR_BANK	SCB	NEW_MOB	STANDARD CHARTERED	PAYMENT			
PAYMENT_PEMBELIAN_PAKET_DATA	INDOSAT_DATA	NEW_MOB	INDOSAT DATA	PURCHASE			
QR_REVERSAL	?	NEW_MOB	?	?			
PAYMENT_ZIS	ZAKAT_PPSDMS	NEW_MOB	ZAKAT - PPSDMS	PAYMENT			
PAYMENT_PASKA_BAYAR_TELEPON	FREN_POSTPAID	NEW_MOB	SMARTFREN POSTPAID	PAYMENT			
PAYMENT_MULTIFINANCE	ADIRA_FINANCE	NEW_MOB	ADIRA FINANCE	PAYMENT			
TRANSFER_ANTAR_BANK	BANK IBK INDONESIA	NEW_MOB	BANK IBK INDONESIA	TRANSFER			
TRANSFER_KLIRING	BANK KALTIM	NEW_MOB	BANKALTIMTARA	TRANSFER			
TRANSFER_ANTAR_BANK	BANK PANIN	NEW_MOB	BANK PANIN	TRANSFER			
PAYMENT_PEGADAIAN_TABUNGAN_EMAS	PEGADAIAN	NEW_MOB	PEGADAIAN	PAYMENT			
TRANSFER_ANTAR_BANK	BPD SUMATERA UTARA	NEW_MOB	BANK SUMUT	TRANSFER			
TRANSFER_ANTAR_BANK	BANK JASA JAKARTA	NEW_MOB	BANK JASA JAKARTA	TRANSFER			
TRANSFER_ANTAR_BANK	BANK CENTRAL ASIA	NEW_MOB	BCA	TRANSFER			
INQUIRY_AIR	PDAM_FORTUNA	NEW_MOB	PDAM FORTUNA	INQUIRY			
INQUIRY_PEMBAYARAN_PAJAK_DAERAH	BPHTB	NEW_MOB	?	?			
ACTIVE_DEBIT_CARD_ABROARD	?	NEW_MOB	?	?			
DEBIT_CARD_DETAILS	?	NEW_MOB	?	?			
INQUIRY_MULTIFINANCE	BAF	NEW_MOB	BAF	INQUIRY			
PAYMENT_PEMBELIAN_PLN_PREPAID	?	NEW_MOB	?	?			
PAYMENT_PEMBELIAN_PAKET_DATA	XL_DATA	NEW_MOB	XL_DATA_DIKADO	DIKADO			
TRANSFER_ANTAR_BANK	BANK CAPITAL INDONESIA	NEW_MOB	BANK CAPITAL	TRANSFER			
INQUIRY_ISI_PULSA	INDOSAT	NEW_MOB	INDOSAT	INQUIRY			
PAYMENT_PEMBAYARAN_PELINDO2	PELINDO 2	NEW_MOB	PELINDO_2	PAYMENT			
TRANSFER_KLIRING	BANK BUMI ARTA	NEW_MOB	BANK BUMI ARTA	TRANSFER			
PAYMENT_PENDIDIKAN_SPC	SPCH2H	NEW_MOB	SPCH2H	PAYMENT			
PAYMENT_TRANSFER_PEMBAYARAN_VA	BPHTB	NEW_MOB	?	?			
TRANSFER_KLIRING	BPD BALI	NEW_MOB	BPD BALI	TRANSFER			
INQUIRY_MOBILE_TUNAI_KEMITRAAN	?	NEW_MOB	?	?			
INQUIRY_PEMBELIAN_PAKET_DATA	INDOSAT_DATA	NEW_MOB	INDOSAT DATA	INQUIRY			
TRANSFER_ANTAR_BANK	BTPN SYARIAH	NEW_MOB	BTPN SYARIAH	TRANSFER			
INQUIRY_AIR	PDAM_BALIKPAPAN	NEW_MOB	PDAM BALIKPAPAN	INQUIRY			
PAYMENT_PEMBAYARAN_PBB	PBB	NEW_MOB	PBB	PAYMENT			
TRANSFER_REWARD_AKTIVASI_START	?	NEW_MOB	?	?			
TRANSFER_KLIRING	BPD BANTEN	NEW_MOB	BPD BANTEN	TRANSFER			
PAYMENT_ASURANSI_BPJS	BPJS_TKBPU	NEW_MOB	BPJS TK BPU	PAYMENT			
TRANSFER_KLIRING	BNI SYARIAH	NEW_MOB	BNI SYARIAH	TRANSFER			
TRANSFER_ANTAR_BANK	BANK KALTIM	NEW_MOB	BANKALTIMTARA	TRANSFER			
CREATE_UPDATE_SMS_NOTIFICATION	?	NEW_MOB	?	?			
INQUIRY_TRANSFER_PEMBAYARAN_VA	?	NEW_MOB	?	?			
TRANSFER_KLIRING	ALLO BANK INDONESIA	NEW_MOB	?	?			
INQUIRY_PEMBAYARAN_BNP2TKI	TKI	NEW_MOB	BNP2TKI	INQUIRY			
TRANSFER_ANTAR_BANK	BPD JAWA TIMUR	NEW_MOB	BANK JATIM	TRANSFER			
INQUIRY_PERSONAL_LOAN	SCB_PL	NEW_MOB	STANDARD CHARTERED - PL	INQUIRY			
TRANSFER_KLIRING	BANK KALSEL	NEW_MOB	BANK KALSEL	TRANSFER			
PAYMENT_PLN_NON_TAGLIS	?	NEW_MOB	?	?			
PAYMENT_ISI_PULSA	INDOSAT	NEW_MOB	INDOSAT	PURCHASE			
OPEN_TAPENAS_SYARIAH_ACCOUNT_INIT	?	NEW_MOB	?	?			
INQUIRY_MULTIFINANCE	ADIRA_FINANCE	NEW_MOB	ADIRA FINANCE	INQUIRY			
PERMINTAAN_KODE_TRANSAKSI_MOBTUN_KEMITRAAN_ALFAMART	?	NEW_MOB	?	?			
OPEN_TAPLUS_ACCOUNT	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK BSI EX BSM	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BPD KALIMANTAN BARAT	NEW_MOB	BANK KALBAR	TRANSFER			
TRANSFER_ANTAR_BANK	BANK CIMB NIAGA	NEW_MOB	BANK CIMB NIAGA SYARIAH	TRANSFER			
TRANSFER_ANTAR_BANK	BPD SULAWESI TENGGARA	NEW_MOB	BANK SULTRA	TRANSFER			
PAYMENT_MULTIFINANCE	BAF	NEW_MOB	BAF	PAYMENT			
TRANSFER_KLIRING	UOB	NEW_MOB	BANK UOB INDONESIA	TRANSFER			
PAYMENT_PERSONAL_LOAN	HSBC_PL	NEW_MOB	HSBC - PL	PAYMENT			
TRANSFER_ANTAR_BANK	OCBC NISP	NEW_MOB	OCBC NISP	TRANSFER			
TRANSFER_ANTAR_BANK	BANK OF TOKYO MITSUBISHI UFJ	NEW_MOB	MUFG BANK	TRANSFER			
TRANSFER_ANTAR_BANK	PANIN BANK	NEW_MOB	BANK PANIN	TRANSFER			
PAYMENT_CENTRAL_ASIA_RAYA	CAR_OTHER	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK VICTORIA	NEW_MOB	BANK VICTORIA INTERNATIONAL	TRANSFER			
INQUIRY_TRANSFER_KLIRING	?	NEW_MOB	?	?			
TRANSFER_KLIRING	BANK BSI	NEW_MOB	?	?			
TRANSFER_KLIRING	BANK MEGA	NEW_MOB	BANK MEGA	TRANSFER			
TRANSFER_KLIRING	JPMORGAN	NEW_MOB	JPMORGAN	TRANSFER			
TRANSFER_ANTAR_BANK	BANK ALLO	NEW_MOB	?	?			
TRANSFER_KLIRING	BANK BJB SYARIAH	NEW_MOB	BANK BJB SYARIAH	TRANSFER			
TRANSFER_ANTAR_BANK	BPR KS	NEW_MOB	BPR KS	TRANSFER			
TRANSFER_KLIRING	BANK RIAU KEPRI	NEW_MOB	BANK RIAU KEPRI	TRANSFER			
OPEN_TAPLUS_SYARIAH_ACCOUNT_INIT	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BPD JAWA TENGAH	NEW_MOB	BANK JATENG	TRANSFER			
PAYMENT_TIKET_PENERBANGAN	SRIWIJAYA	NEW_MOB	SRIWIJAYA AIR	PAYMENT			
PENCAIRAN_REKENING_TABUNGAN	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK JAGO	NEW_MOB	BANK JAGO	TRANSFER			
TRANSFER_ANTAR_BANK	STANDARD CHARTERED BANK	NEW_MOB	STANDARD CHARTERED	TRANSFER			
PAYMENT_PEMBAYARAN_TPKKOJA	TPK_KOJA	NEW_MOB	TPK_KOJA	PAYMENT			
DELETE_REKENING_DANA_SBNRITEL	?	NEW_MOB	?	?			
PAYMENT_AIR	PDAM_MITRACOMM2	NEW_MOB	PDAM_MITRACOMM2	PAYMENT			
TRANSFER_KLIRING	BANK ALADIN SYARIAH	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK ARTHA GRAHA INTERNASIONAL	NEW_MOB	BANK ARTHA GRAHA INTERNASIONAL	TRANSFER			
PAYMENT_TIKET_PENERBANGAN	LIONAIR	NEW_MOB	LION AIR	PAYMENT			
TRANSFER_ANTAR_BANK	BANK KB BUKOPIN SYARIAH	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BPD BENGKULU	NEW_MOB	BANK BENGKULU	TRANSFER			
TRANSFER_KLIRING	BANK FAMA INTERNASIONAL	NEW_MOB	BANK FAMA INTERNASIONAL	TRANSFER			
SUBMIT_UBAH_CICILAN_MYCARD	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK SEABANK INDONESIA	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK KB BUKOPIN	NEW_MOB	?	?			
INQUIRY_PEMBAYARAN_TIKET_RAILINK	RAILINK	NEW_MOB	RAILINK	INQUIRY			
INQUIRY_TIKET_PENERBANGAN	CITILINK	NEW_MOB	CITILINK	INQUIRY			
INQUIRY_TV_BERLANGGANAN	INDOVISION	NEW_MOB	INDOVISION	INQUIRY			
TRANSFER_ANTAR_BANK	BANK TABUNGAN NEGARA	NEW_MOB	BANK BTN	TRANSFER			
TRANSFER_KLIRING	BANK CAPITAL	NEW_MOB	BANK CAPITAL	TRANSFER			
INQUIRY_KARTU_KREDIT_ANTAR_BANK	DANAMON	NEW_MOB	DANAMON	INQUIRY			
TRANSFER_ANTAR_BANK	BANK JTRUST INDONESIA	NEW_MOB	J TRUST BANK	TRANSFER			
PAYMENT_TV_BERLANGGANAN	INDOVISION	NEW_MOB	INDOVISION	PAYMENT			
TRANSFER_ANTAR_BANK	BCA SYARIAH	NEW_MOB	BCA SYARIAH	TRANSFER			
TRANSFER_KLIRING	BII MAYBANK	NEW_MOB	MAYBANK	TRANSFER			
PAYMENT_TRANSFER_PEMBAYARAN_VA	BPJSTK BPU	NEW_MOB	BPJS_TKBPU_VA	PAYMENT			
CHECK_TRANSACTION_PASSWORD_BDO	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	DANAMON	NEW_MOB	BANK DANAMON	TRANSFER			
TRANSFER_ANTAR_BANK	BANK MASPION	NEW_MOB	BANK MASPION	TRANSFER			
TRANSFER_ANTAR_BANK	BPD SUMATERA SELATAN DAN BANGKA BELITUNG	NEW_MOB	BANK SUMSEL BABEL	TRANSFER			
TRANSFER_ANTAR_BANK	BANK CIMB NIAGA SYARIAH	NEW_MOB	BANK CIMB NIAGA SYARIAH	TRANSFER			
PAYMENT_ZIS	INFAQ_PPSDMS	NEW_MOB	INFAQ - PPSDMS	PAYMENT			
LINKAGE_FINAL_DPLK	?	NEW_MOB	?	?			
INQUIRY_PEMBELIAN_PAKET_DATA	TSELDATA	NEW_MOB	TELKOMSEL DATA	INQUIRY			
TRANSFER_ANTAR_BANK	TCASH	NEW_MOB	T-CASH	TRANSFER			
PAYMENT_ZIS	ZAKAT_PKPU	NEW_MOB	ZAKAT - PKPU	PAYMENT			
INQUIRY_MULTIFINANCE	NSC_FINANCE	NEW_MOB	NSC FINANCE	INQUIRY			
TRANSFER_ANTAR_BANK	BANK PAPUA	NEW_MOB	BANK PAPUA	TRANSFER			
TRANSFER_ANTAR_BANK	BPD PAPUA	NEW_MOB	BANK PAPUA	TRANSFER			
INQUIRY_PEMBELIAN_DIGITAL_VOUCHER	DIGITAL_VOUCHER	NEW_MOB	PEMBELIAN_DIGITAL VOUCHER	INQUIRY			
TRANSFER_KLIRING	DEUTSCHE BANK	NEW_MOB	DEUTSCHE BANK	TRANSFER			
TRANSFER_ANTAR_BANK	MANDIRI	NEW_MOB	BANK MANDIRI	TRANSFER			
INQUIRY_TRANSFER_VIRTUAL_ACCOUNT	BNI	NEW_MOB	VA BNI	INQUIRY			
TRANSFER_ANTAR_BANK	PT BANK AMAR INDONESIA Tbk	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BPD SULAWESI TENGAH	NEW_MOB	BPD SULAWESI TENGAH	TRANSFER			
TRANSFER_KLIRING	BANK SULTENG	NEW_MOB	?	?			
PAYMENT_ASURANSI_BPJS	BPJS_KETENAGAKERJAAN	NEW_MOB	BPJS TK	PAYMENT			
TRANSFER_KLIRING	BANK NET SYARIAH	NEW_MOB	BANK NET SYARIAH	TRANSFER			
TRANSFER_KLIRING	BANK KALSEL SYARIAH	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK OF INDIA INDONESIA	NEW_MOB	BANK OF INDIA INDONESIA	TRANSFER			
TRANSFER_KLIRING	BANK SUMITOMO MITSUI	NEW_MOB	BANK SUMITOMO MITSUI INDONESIA	TRANSFER			
TRANSFER_ANTAR_BANK	BANK INDEX	NEW_MOB	BANK INDEX	TRANSFER			
GET_PARAMETER_MOBTUN_KEMITRAAN	?	NEW_MOB	?	?			
PAYMENT_PEMBAYARAN_PGN	PGN	NEW_MOB	PGN	PAYMENT			
INQUIRY_INTERNET_SPEEDY	SPEEDY	NEW_MOB	SPEEDY	INQUIRY			
QR_PAYMENT_DEBIT	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK KALIMANTAN TENGAH	NEW_MOB	BANK KALTENG	TRANSFER			
TRANSFER_KLIRING	CIMB NIAGA	NEW_MOB	BANK CIMB NIAGA	TRANSFER			
TRANSFER_ANTAR_BANK	BANK RAKYAT INDONESIA AGRONIAGA	NEW_MOB	BANK BRI AGRONIAGA	TRANSFER			
PROXY_MANAGEMENT	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK HARDA INTERNASIONAL	NEW_MOB	?	?			
REQUEST_PIN_MOBILETUNAI_ORANGLAIN	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK SBI INDONESIA	NEW_MOB	BANK SBI INDONESIA	TRANSFER			
PAYMENT_ISI_PULSA	AS	NEW_MOB	TELKOMSEL	PURCHASE			
PAYMENT_PLN_POSTPAID	PAYMENT_PLN_POSTPAID_JATIM	NEW_MOB	PLN POSTPAID	PAYMENT			
INQUIRY_KARTU_KREDIT_ANTAR_BANK	NIAGA	NEW_MOB	NIAGA	INQUIRY			
PAYMENT_KARTU_KREDIT_ANTAR_BANK	GE	NEW_MOB	GE/PERMATA	PAYMENT			
BNI_DEBIT_ONLINE_INIT	?	NEW_MOB	?	?			
CREATE_BILLING_TRANSFER_AUTODEBET	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK MEGA	NEW_MOB	BANK MEGA	TRANSFER			
PAYMENT_ISI_PULSA	XL_REG	NEW_MOB	XL_REG	PURCHASE			
DELETE_BNIDEBITONLINE	?	NEW_MOB	?	?			
INQUIRY_PASKA_BAYAR_TELEPON	THREE_POSTPAID	NEW_MOB	THREE POSTPAID	INQUIRY			
PAYMENT_PRUDENTIAL	PRUDENTIAL_PREMI_PERTAMA	NEW_MOB	PRUDENTIAL PREMI PERTAMA	PAYMENT			
PAYMENT_MULTIFINANCE	SMS_FINANCE	NEW_MOB	SMS FINANCE	PAYMENT			
INQUIRY_PEMBAYARAN_SAMSAT	SAMSAT_NASIONAL	NEW_MOB	SAMSAT NASIONAL	INQUIRY			
INQUIRY_MULTIFINANCE	FIF	NEW_MOB	FIF	INQUIRY			
TRANSFER_ANTAR_BANK	BANK SAHABAT SAMPOERNA	NEW_MOB	BANK SAHABAT SAMPOERNA	TRANSFER			
TRANSFER_KLIRING	BANK BISNIS INTERNASIONAL	NEW_MOB	?	?			
OPEN_TAPENAS_ACCOUNT	?	NEW_MOB	?	?			
TRANSFER_KLIRING	BANK OF AMERICA	NEW_MOB	BANK OF AMERICA	TRANSFER			
TRANSFER_ANTAR_BANK	BANK MUAMALAT	NEW_MOB	BANK MUAMALAT	TRANSFER			
TRANSFER_KLIRING	BCA	NEW_MOB	BCA	TRANSFER			
INQUIRY_PASKA_BAYAR_TELEPON	HALO	NEW_MOB	TELKOMSEL POSTPAID	INQUIRY			
INQUIRY_PEMBELIAN_TOPUP_LINKCASH	?	NEW_MOB	?	?			
PAYMENT_AIR	PDAM_BALIKPAPAN	NEW_MOB	PDAM BALIKPAPAN	PAYMENT			
TRANSFER_KLIRING	BANK VICTORIA	NEW_MOB	BANK VICTORIA INTERNATIONAL	TRANSFER			
INQUIRY_MULTIFINANCE	ACC_FINANCE	NEW_MOB	ASTRA CREDIT COMPANY	INQUIRY			
PAYMENT_KARTU_KREDIT_ANTAR_BANK	ANZ	NEW_MOB	ANZ	PAYMENT			
